date,day_of_week,month,is_weekend,is_holiday,total_deposits,n_deposits,total_purchases,n_purchases,bills_amount,bills_due,net_flow,running_balance
2025-09-17,3,9,0,0,8871,1,4400,1,0,0,4471,3379909.65
2025-09-18,4,9,0,0,7474,1,0,0,0,0,7474,3387383.65
2025-09-19,5,9,0,0,10863,1,7177,1,0,0,3686,3391069.65
2025-09-20,6,9,1,0,12236,1,0,0,892.15,1,11343.85,3402413.5
2025-09-21,0,9,1,0,4967,1,3338,1,0,0,1629,3404042.5
2025-09-22,1,9,0,0,6922,1,0,0,0,0,6922,3410964.5
2025-09-23,2,9,0,0,5281,1,6121,1,0,0,-840,3410124.5
2025-09-24,3,9,0,0,5115,1,0,0,0,0,5115,3415239.5
2025-09-25,4,9,0,0,6045,1,0,0,0,0,6045,3421284.5
2025-09-26,5,9,0,0,13744,1,4379,1,0,0,9365,3430649.5
2025-09-27,6,9,1,0,10389,1,0,0,0,0,10389,3441038.5
2025-09-28,0,9,1,0,5962,1,7325,1,0,0,-1363,3439675.5
2025-09-29,1,9,0,0,6726,1,0,0,0,0,6726,3446401.5
2025-09-30,2,9,0,0,8510,1,5467,1,5185.75,1,-2142.75,3444258.75
2025-10-01,3,10,0,0,10429,1,0,0,6022.46,1,4406.54,3448665.29
2025-10-02,4,10,0,0,8657,1,5607,1,0,0,3050,3451715.29
2025-10-03,5,10,0,0,5953,1,0,0,0,0,5953,3457668.29
2025-10-04,6,10,1,0,12600,1,7770,1,0,0,4830,3462498.29
2025-10-05,0,10,1,0,6238,1,0,0,0,0,6238,3468736.29
2025-10-06,1,10,0,0,7484,1,0,0,0,0,7484,3476220.29
2025-10-07,2,10,0,0,7375,1,3953,1,0,0,3422,3479642.29
2025-10-08,3,10,0,0,8761,1,0,0,0,0,8761,3488403.29
2025-10-09,4,10,0,0,6606,1,0,0,0,0,6606,3495009.29
2025-10-10,5,10,0,0,5480,1,3769,1,0,0,1711,3496720.29
2025-10-11,6,10,1,0,14281,1,0,0,0,0,14281,3511001.29
2025-10-12,0,10,1,0,4007,1,0,0,0,0,4007,3515008.29
2025-10-13,1,10,0,0,6634,1,0,0,0,0,6634,3521642.29
2025-10-14,2,10,0,0,4381,1,0,0,0,0,4381,3526023.29
2025-10-15,3,10,0,0,5088,1,5479,1,5203.99,1,-5594.99,3520428.3
2025-10-16,4,10,0,0,7212,1,0,0,0,0,7212,3527640.3
2025-10-17,5,10,0,0,10099,1,0,0,0,0,10099,3537739.3
2025-10-18,6,10,1,0,8518,1,3541,1,0,0,4977,3542716.3
2025-10-19,0,10,1,0,2956,1,0,0,0,0,2956,3545672.3
2025-10-20,1,10,0,0,4026,1,6767,1,1060.17,1,-3801.17,3541871.13
2025-10-21,2,10,0,0,8526,1,0,0,0,0,8526,3550397.13
2025-10-22,3,10,0,0,3508,1,0,0,0,0,3508,3553905.13
2025-10-23,4,10,0,0,4477,1,0,0,0,0,4477,3558382.13
2025-10-24,5,10,0,0,5510,1,0,0,0,0,5510,3563892.13
2025-10-25,6,10,1,0,9465,1,7599,1,0,0,1866,3565758.13
2025-10-26,0,10,1,0,6910,1,0,0,0,0,6910,3572668.13
2025-10-27,1,10,0,0,5274,1,5534,1,0,0,-260,3572408.13
2025-10-28,2,10,0,0,4968,1,0,0,0,0,4968,3577376.13
2025-10-29,3,10,0,0,8906,1,0,0,0,0,8906,3586282.13
2025-10-30,4,10,0,0,8830,1,4037,1,0,0,4793,3591075.13
2025-10-31,5,10,0,0,9710,1,0,0,5313.67,1,4396.33,3595471.46
2025-11-01,6,11,1,0,9253,1,0,0,5951.24,1,3301.76,3598773.22
2025-11-02,0,11,1,1,9627,1,0,0,0,0,9627,3608400.22
2025-11-03,1,11,0,0,3573,1,0,0,0,0,3573,3611973.22
2025-11-04,2,11,0,0,3983,1,6306,1,0,0,-2323,3609650.22
2025-11-05,3,11,0,0,5074,1,0,0,0,0,5074,3614724.22
2025-11-06,4,11,0,0,5313,1,0,0,0,0,5313,3620037.22
2025-11-07,5,11,0,0,12166,1,4576,1,0,0,7590,3627627.22
2025-11-08,6,11,1,0,7342,1,0,0,0,0,7342,3634969.22
2025-11-09,0,11,1,0,8085,1,7605,1,0,0,480,3635449.22
2025-11-10,1,11,0,0,7394,1,0,0,0,0,7394,3642843.22
2025-11-11,2,11,0,0,7655,1,0,0,0,0,7655,3650498.22
2025-11-12,3,11,0,0,6927,1,0,0,0,0,6927,3657425.22
2025-11-13,4,11,0,0,10781,1,0,0,0,0,10781,3668206.22
2025-11-14,5,11,0,0,9694,1,7067,1,0,0,2627,3670833.22
2025-11-15,6,11,1,0,13454,1,0,0,5208.13,1,8245.87,3679079.09
2025-11-16,0,11,1,0,5911,1,0,0,0,0,5911,3684990.09
2025-11-17,1,11,0,0,7686,1,6263,1,0,0,1423,3686413.09
2025-11-18,2,11,0,0,9605,1,0,0,0,0,9605,3696018.09
2025-11-19,3,11,0,0,9409,1,0,0,0,0,9409,3705427.09
2025-11-20,4,11,0,1,8719,1,7533,1,1060.31,1,125.69,3705552.78
2025-11-21,5,11,0,0,6024,1,0,0,0,0,6024,3711576.78
2025-11-22,6,11,1,0,4608,1,0,0,0,0,4608,3716184.78
2025-11-23,0,11,1,0,2949,1,0,0,0,0,2949,3719133.78
2025-11-24,1,11,0,0,5278,1,0,0,0,0,5278,3724411.78
2025-11-25,2,11,0,0,3788,1,4044,1,0,0,-256,3724155.78
2025-11-26,3,11,0,0,9223,1,0,0,0,0,9223,3733378.78
2025-11-27,4,11,0,0,7334,1,0,0,0,0,7334,3740712.78
2025-11-28,5,11,0,0,10863,1,4936,1,0,0,5927,3746639.78
2025-11-29,6,11,1,0,12974,1,0,0,0,0,12974,3759613.78
2025-11-30,0,11,1,0,5824,1,0,0,6164.56,1,-340.56,3759273.22
2025-12-01,1,12,0,0,7790,1,6120,1,5948.42,1,-4278.42,3754994.8
2025-12-02,2,12,0,0,5690,1,0,0,0,0,5690,3760684.8
2025-12-03,3,12,0,0,8305,1,3488,1,0,0,4817,3765501.8
2025-12-04,4,12,0,0,10378,1,0,0,0,0,10378,3775879.8
2025-12-05,5,12,0,0,11125,1,0,0,0,0,11125,3787004.8
2025-12-06,6,12,1,0,10667,1,0,0,0,0,10667,3797671.8
2025-12-07,0,12,1,0,5879,1,0,0,0,0,5879,3803550.8
2025-12-08,1,12,0,0,4260,1,4332,1,0,0,-72,3803478.8
2025-12-09,2,12,0,0,4195,1,0,0,0,0,4195,3807673.8
2025-12-10,3,12,0,0,6876,1,5746,1,0,0,1130,3808803.8
2025-12-11,4,12,0,0,9630,1,0,0,0,0,9630,3818433.8
2025-12-12,5,12,0,0,6118,1,7086,1,0,0,-968,3817465.8
2025-12-13,6,12,1,0,5810,1,0,0,0,0,5810,3823275.8
2025-12-14,0,12,1,0,6400,1,0,0,0,0,6400,3829675.8
2025-12-15,1,12,0,0,6523,1,5526,1,6581.74,1,-5584.74,3824091.06
2025-12-16,2,12,0,0,8319,1,0,0,0,0,8319,3832410.06
2025-12-17,3,12,0,0,7333,1,0,0,0,0,7333,3839743.06
2025-12-18,4,12,0,0,5135,1,0,0,0,0,5135,3844878.06
2025-12-19,5,12,0,0,9163,1,0,0,0,0,9163,3854041.06
2025-12-20,6,12,1,0,11249,1,3610,1,1014.75,1,6624.25,3860665.31
2025-12-21,0,12,1,0,3141,1,0,0,0,0,3141,3863806.31
2025-12-22,1,12,0,0,6763,1,0,0,0,0,6763,3870569.31
2025-12-23,2,12,0,0,8417,1,0,0,0,0,8417,3878986.31
2025-12-24,3,12,0,0,10184,1,0,0,0,0,10184,3889170.31
2025-12-25,4,12,0,1,2180,1,0,0,0,0,2180,3891350.31
2025-12-26,5,12,0,0,10793,1,3657,1,0,0,7136,3898486.31
2025-12-27,6,12,1,0,12729,1,0,0,0,0,12729,3911215.31
2025-12-28,0,12,1,0,6475,1,0,0,0,0,6475,3917690.31
2025-12-29,1,12,0,0,4879,1,6382,1,0,0,-1503,3916187.31
2025-12-30,2,12,0,0,7469,1,0,0,0,0,7469,3923656.31
2025-12-31,3,12,0,0,5175,1,3846,1,5699.04,1,-4370.04,3919286.27
2026-01-01,4,1,0,1,3133,1,0,0,6123.5,1,-2990.5,3916295.77
2026-01-02,5,1,0,0,5001,1,0,0,0,0,5001,3921296.77
2026-01-03,6,1,1,0,5678,1,6734,1,0,0,-1056,3920240.77
2026-01-04,0,1,1,0,5679,1,0,0,0,0,5679,3925919.77
2026-01-05,1,1,0,0,6738,1,0,0,0,0,6738,3932657.77
2026-01-06,2,1,0,0,6412,1,3864,1,0,0,2548,3935205.77
2026-01-07,3,1,0,0,4039,1,0,0,0,0,4039,3939244.77
2026-01-08,4,1,0,0,6162,1,3174,1,0,0,2988,3942232.77
2026-01-09,5,1,0,0,12041,1,0,0,0,0,12041,3954273.77
2026-01-10,6,1,1,0,11126,1,3270,1,0,0,7856,3962129.77
2026-01-11,0,1,1,0,3258,1,0,0,0,0,3258,3965387.77
2026-01-12,1,1,0,0,4461,1,4354,1,0,0,107,3965494.77
2026-01-13,2,1,0,0,9533,1,0,0,0,0,9533,3975027.77
2026-01-14,3,1,0,0,7963,1,5861,1,0,0,2102,3977129.77
2026-01-15,4,1,0,0,4169,1,0,0,5997.71,1,-1828.71,3975301.06
2026-01-16,5,1,0,0,8988,1,6431,1,0,0,2557,3977858.06
2026-01-17,6,1,1,0,8103,1,0,0,0,0,8103,3985961.06
2026-01-18,0,1,1,0,8040,1,0,0,0,0,8040,3994001.06
2026-01-19,1,1,0,0,3539,1,0,0,0,0,3539,3997540.06
2026-01-20,2,1,0,0,8320,1,0,0,920.2,1,7399.8,4004939.86
2026-01-21,3,1,0,0,8946,1,6283,1,0,0,2663,4007602.86
2026-01-22,4,1,0,0,9196,1,0,0,0,0,9196,4016798.86
2026-01-23,5,1,0,0,4736,1,0,0,0,0,4736,4021534.86
2026-01-24,6,1,1,0,9069,1,0,0,0,0,9069,4030603.86
2026-01-25,0,1,1,0,5996,1,5039,1,0,0,957,4031560.86
2026-01-26,1,1,0,0,4436,1,0,0,0,0,4436,4035996.86
2026-01-27,2,1,0,0,9772,1,7017,1,0,0,2755,4038751.86
2026-01-28,3,1,0,0,10445,1,0,0,0,0,10445,4049196.86
2026-01-29,4,1,0,0,8238,1,0,0,0,0,8238,4057434.86
2026-01-30,5,1,0,0,10821,1,6080,1,0,0,4741,4062175.86
2026-01-31,6,1,1,0,6514,1,0,0,6535.21,1,-21.21,4062154.65
2026-02-01,0,2,1,0,5751,1,5451,1,6055.5,1,-5755.5,4056399.15
2026-02-02,1,2,0,0,3679,1,0,0,0,0,3679,4060078.15
2026-02-03,2,2,0,0,6520,1,6198,1,0,0,322,4060400.15
2026-02-04,3,2,0,0,3335,1,0,0,0,0,3335,4063735.15
2026-02-05,4,2,0,1,8855,1,6906,1,0,0,1949,4065684.15
2026-02-06,5,2,0,0,5222,1,0,0,0,0,5222,4070906.15
2026-02-07,6,2,1,0,13413,1,4455,1,0,0,8958,4079864.15
2026-02-08,0,2,1,0,7334,1,0,0,0,0,7334,4087198.15
2026-02-09,1,2,0,0,7067,1,5041,1,0,0,2026,4089224.15
2026-02-10,2,2,0,0,4867,1,0,0,0,0,4867,4094091.15
2026-02-11,3,2,0,0,10229,1,5253,1,0,0,4976,4099067.15
2026-02-12,4,2,0,0,5166,1,0,0,0,0,5166,4104233.15
2026-02-13,5,2,0,0,5792,1,7681,1,0,0,-1889,4102344.15
2026-02-14,6,2,1,0,8645,1,0,0,0,0,8645,4110989.15
2026-02-15,0,2,1,0,6671,1,5388,1,4671.01,1,-3388.01,4107601.14
2026-02-16,1,2,0,0,6661,1,0,0,0,0,6661,4114262.14
2026-02-17,2,2,0,0,7294,1,7259,1,0,0,35,4114297.14
2026-02-18,3,2,0,0,6603,1,0,0,0,0,6603,4120900.14
2026-02-19,4,2,0,0,6521,1,3836,1,0,0,2685,4123585.14
2026-02-20,5,2,0,0,5398,1,0,0,1432.19,1,3965.81,4127550.95
2026-02-21,6,2,1,0,8537,1,0,0,0,0,8537,4136087.95
2026-02-22,0,2,1,0,5638,1,0,0,0,0,5638,4141725.95
2026-02-23,1,2,0,0,7867,1,0,0,0,0,7867,4149592.95
2026-02-24,2,2,0,0,6509,1,6723,1,0,0,-214,4149378.95
2026-02-25,3,2,0,0,10161,1,0,0,0,0,10161,4159539.95
2026-02-26,4,2,0,0,5970,1,0,0,0,0,5970,4165509.95
2026-02-27,5,2,0,0,11233,1,7419,1,0,0,3814,4169323.95
2026-02-28,6,2,1,0,11250,1,0,0,4094.96,1,7155.04,4176478.99
2026-03-01,0,3,1,0,6410,1,7083,1,5836.73,1,-6509.73,4169969.26
2026-03-02,1,3,0,0,7346,1,0,0,0,0,7346,4177315.26
2026-03-03,2,3,0,0,3604,1,0,0,0,0,3604,4180919.26
2026-03-04,3,3,0,0,8094,1,0,0,0,0,8094,4189013.26
2026-03-05,4,3,0,0,4025,1,0,0,0,0,4025,4193038.26
2026-03-06,5,3,0,0,5833,1,6269,1,0,0,-436,4192602.26
2026-03-07,6,3,1,0,11109,1,0,0,0,0,11109,4203711.26
2026-03-08,0,3,1,0,3112,1,0,0,0,0,3112,4206823.26
2026-03-09,1,3,0,0,8712,1,6689,1,0,0,2023,4208846.26
2026-03-10,2,3,0,0,5530,1,0,0,0,0,5530,4214376.26
2026-03-11,3,3,0,0,9011,1,0,0,0,0,9011,4223387.26
2026-03-12,4,3,0,0,4484,1,0,0,0,0,4484,4227871.26
2026-03-13,5,3,0,0,6306,1,5184,1,0,0,1122,4228993.26
2026-03-14,6,3,1,0,8744,1,0,0,0,0,8744,4237737.26
2026-03-15,0,3,1,0,3057,1,7792,1,6625.61,1,-11360.61,4226376.65
2026-03-16,1,3,0,0,5466,1,0,0,0,0,5466,4231842.65
2026-03-17,2,3,0,0,6314,1,3862,1,0,0,2452,4234294.65
2026-03-18,3,3,0,0,5420,1,0,0,0,0,5420,4239714.65
2026-03-19,4,3,0,0,6549,1,0,0,0,0,6549,4246263.65
2026-03-20,5,3,0,0,12596,1,3702,1,1188.74,1,7705.26,4253968.91
2026-03-21,6,3,1,1,6821,1,0,0,0,0,6821,4260789.91
2026-03-22,0,3,1,0,5881,1,4277,1,0,0,1604,4262393.91
2026-03-23,1,3,0,0,3794,1,0,0,0,0,3794,4266187.91
2026-03-24,2,3,0,0,3603,1,0,0,0,0,3603,4269790.91
2026-03-25,3,3,0,0,7754,1,6175,1,0,0,1579,4271369.91
2026-03-26,4,3,0,0,8667,1,0,0,0,0,8667,4280036.91
2026-03-27,5,3,0,0,10526,1,0,0,0,0,10526,4290562.91
2026-03-28,6,3,1,0,10206,1,4544,1,0,0,5662,4296224.91
2026-03-29,0,3,1,0,7651,1,0,0,0,0,7651,4303875.91
2026-03-30,1,3,0,0,4190,1,7852,1,0,0,-3662,4300213.91
2026-03-31,2,3,0,0,5894,1,0,0,4455.46,1,1438.54,4301652.45
2026-04-01,3,4,0,0,9623,1,0,0,5942.81,1,3680.19,4305332.64
2026-04-02,4,4,0,0,8500,1,5801,1,0,0,2699,4308031.64
2026-04-03,5,4,0,0,11660,1,0,0,0,0,11660,4319691.64
2026-04-04,6,4,1,0,14030,1,5599,1,0,0,8431,4328122.64
2026-04-05,0,4,1,0,3792,1,0,0,0,0,3792,4331914.64
2026-04-06,1,4,0,0,6465,1,0,0,0,0,6465,4338379.64
2026-04-07,2,4,0,0,6670,1,3734,1,0,0,2936,4341315.64
2026-04-08,3,4,0,0,5190,1,0,0,0,0,5190,4346505.64
2026-04-09,4,4,0,0,5655,1,6736,1,0,0,-1081,4345424.64
2026-04-10,5,4,0,0,9975,1,0,0,0,0,9975,4355399.64
2026-04-11,6,4,1,0,10313,1,0,0,0,0,10313,4365712.64
2026-04-12,0,4,1,0,2675,1,3795,1,0,0,-1120,4364592.64
2026-04-13,1,4,0,0,5616,1,0,0,0,0,5616,4370208.64
2026-04-14,2,4,0,0,5932,1,0,0,0,0,5932,4376140.64
2026-04-15,3,4,0,0,6442,1,7319,1,6100.09,1,-6977.09,4369163.55
2026-04-16,4,4,0,0,6016,1,0,0,0,0,6016,4375179.55
2026-04-17,5,4,0,0,12785,1,3804,1,0,0,8981,4384160.55
2026-04-18,6,4,1,0,5727,1,0,0,0,0,5727,4389887.55
2026-04-19,0,4,1,0,4331,1,3752,1,0,0,579,4390466.55
2026-04-20,1,4,0,0,4849,1,0,0,1433.68,1,3415.32,4393881.87
2026-04-21,2,4,0,0,7248,1,0,0,0,0,7248,4401129.87
2026-04-22,3,4,0,0,7660,1,6834,1,0,0,826,4401955.87
2026-04-23,4,4,0,0,6497,1,0,0,0,0,6497,4408452.87
2026-04-24,5,4,0,0,4920,1,6158,1,0,0,-1238,4407214.87
2026-04-25,6,4,1,0,7435,1,0,0,0,0,7435,4414649.87
2026-04-26,0,4,1,0,5127,1,4225,1,0,0,902,4415551.87
2026-04-27,1,4,0,0,3965,1,0,0,0,0,3965,4419516.87
2026-04-28,2,4,0,0,7691,1,6723,1,0,0,968,4420484.87
2026-04-29,3,4,0,0,6355,1,0,0,0,0,6355,4426839.87
2026-04-30,4,4,0,0,4614,1,0,0,6239.17,1,-1625.17,4425214.7
2026-05-01,5,5,0,1,6573,1,4911,1,6130.85,1,-4468.85,4420745.85
2026-05-02,6,5,1,0,11801,1,0,0,0,0,11801,4432546.85
2026-05-03,0,5,1,0,5315,1,6903,1,0,0,-1588,4430958.85
2026-05-04,1,5,0,0,7870,1,0,0,0,0,7870,4438828.85
2026-05-05,2,5,0,0,8895,1,0,0,0,0,8895,4447723.85
2026-05-06,3,5,0,0,8431,1,5910,1,0,0,2521,4450244.85
2026-05-07,4,5,0,0,10578,1,0,0,0,0,10578,4460822.85
2026-05-08,5,5,0,0,6719,1,5759,1,0,0,960,4461782.85
2026-05-09,6,5,1,0,5239,1,0,0,0,0,5239,4467021.85
2026-05-10,0,5,1,1,7776,1,3621,1,0,0,4155,4471176.85
2026-05-11,1,5,0,0,6650,1,0,0,0,0,6650,4477826.85
2026-05-12,2,5,0,0,5401,1,0,0,0,0,5401,4483227.85
2026-05-13,3,5,0,0,6927,1,6305,1,0,0,622,4483849.85
2026-05-14,4,5,0,0,6048,1,0,0,0,0,6048,4489897.85
2026-05-15,5,5,0,0,8418,1,0,0,4375.56,1,4042.44,4493940.29
2026-05-16,6,5,1,0,12116,1,6123,1,0,0,5993,4499933.29
2026-05-17,0,5,1,0,7077,1,0,0,0,0,7077,4507010.29
2026-05-18,1,5,0,0,7388,1,0,0,0,0,7388,4514398.29
2026-05-19,2,5,0,0,4410,1,0,0,0,0,4410,4518808.29
2026-05-20,3,5,0,0,4456,1,5842,1,1139.41,1,-2525.41,4516282.88
2026-05-21,4,5,0,0,9506,1,0,0,0,0,9506,4525788.88
2026-05-22,5,5,0,0,13544,1,3364,1,0,0,10180,4535968.88
2026-05-23,6,5,1,0,8097,1,0,0,0,0,8097,4544065.88
2026-05-24,0,5,1,0,6121,1,7744,1,0,0,-1623,4542442.88
2026-05-25,1,5,0,0,5457,1,0,0,0,0,5457,4547899.88
2026-05-26,2,5,0,0,6538,1,4379,1,0,0,2159,4550058.88
2026-05-27,3,5,0,0,9820,1,0,0,0,0,9820,4559878.88
2026-05-28,4,5,0,0,10154,1,5926,1,0,0,4228,4564106.88
2026-05-29,5,5,0,0,12169,1,0,0,0,0,12169,4576275.88
2026-05-30,6,5,1,0,10079,1,0,0,0,0,10079,4586354.88
2026-05-31,0,5,1,0,6766,1,0,0,6046.46,1,719.54,4587074.42
2026-06-01,1,6,0,0,7811,1,0,0,6137.23,1,1673.77,4588748.19
2026-06-02,2,6,0,0,6792,1,0,0,0,0,6792,4595540.19
2026-06-03,3,6,0,0,5837,1,0,0,0,0,5837,4601377.19
2026-06-04,4,6,0,0,9182,1,0,0,0,0,9182,4610559.19
2026-06-05,5,6,0,0,4408,1,6622,1,0,0,-2214,4608345.19
2026-06-06,6,6,1,0,13981,1,0,0,0,0,13981,4622326.19
2026-06-07,0,6,1,0,3688,1,6520,1,0,0,-2832,4619494.19
2026-06-08,1,6,0,0,6567,1,0,0,0,0,6567,4626061.19
2026-06-09,2,6,0,0,9451,1,3814,1,0,0,5637,4631698.19
2026-06-10,3,6,0,0,3495,1,0,0,0,0,3495,4635193.19
2026-06-11,4,6,0,0,4266,1,7325,1,0,0,-3059,4632134.19
2026-06-12,5,6,0,0,4664,1,0,0,0,0,4664,4636798.19
2026-06-13,6,6,1,0,10512,1,7751,1,0,0,2761,4639559.19
2026-06-14,0,6,1,0,5191,1,0,0,0,0,5191,4644750.19
2026-06-15,1,6,0,0,8475,1,0,0,4717.3,1,3757.7,4648507.89
2026-06-16,2,6,0,0,9686,1,6597,1,0,0,3089,4651596.89
2026-06-17,3,6,0,0,6915,1,0,0,0,0,6915,4658511.89
2026-06-18,4,6,0,0,6629,1,3898,1,0,0,2731,4661242.89
2026-06-19,5,6,0,0,11398,1,0,0,0,0,11398,4672640.89
2026-06-20,6,6,1,0,8444,1,0,0,1037.14,1,7406.86,4680047.75
2026-06-21,0,6,1,0,3635,1,6684,1,0,0,-3049,4676998.75
2026-06-22,1,6,0,0,7628,1,0,0,0,0,7628,4684626.75
2026-06-23,2,6,0,0,4386,1,6480,1,0,0,-2094,4682532.75
2026-06-24,3,6,0,0,5953,1,0,0,0,0,5953,4688485.75
2026-06-25,4,6,0,0,9919,1,4658,1,0,0,5261,4693746.75
2026-06-26,5,6,0,0,6249,1,0,0,0,0,6249,4699995.75
2026-06-27,6,6,1,0,5989,1,5180,1,0,0,809,4700804.75
2026-06-28,0,6,1,0,3721,1,0,0,0,0,3721,4704525.75
2026-06-29,1,6,0,0,2953,1,3004,1,0,0,-51,4704474.75
2026-06-30,2,6,0,0,4758,1,0,0,5135.31,1,-377.31,4704097.44
2026-07-01,3,7,0,0,6523,1,3832,1,6154.16,1,-3463.16,4700634.28
2026-07-02,4,7,0,0,5231,1,0,0,0,0,5231,4705865.28
2026-07-03,5,7,0,0,9220,1,4050,1,0,0,5170,4711035.28
2026-07-04,6,7,1,0,8770,1,0,0,0,0,8770,4719805.28
2026-07-05,0,7,1,0,5482,1,7176,1,0,0,-1694,4718111.28
2026-07-06,1,7,0,0,4786,1,0,0,0,0,4786,4722897.28
2026-07-07,2,7,0,0,3191,1,3293,1,0,0,-102,4722795.28
2026-07-08,3,7,0,0,8917,1,0,0,0,0,8917,4731712.28
2026-07-09,4,7,0,0,4920,1,0,0,0,0,4920,4736632.28
2026-07-10,5,7,0,0,7320,1,5417,1,0,0,1903,4738535.28
2026-07-11,6,7,1,0,5691,1,0,0,0,0,5691,4744226.28
2026-07-12,0,7,1,0,5141,1,4771,1,0,0,370,4744596.28
2026-07-13,1,7,0,0,8497,1,0,0,0,0,8497,4753093.28
2026-07-14,2,7,0,0,8144,1,7918,1,0,0,226,4753319.28
2026-07-15,3,7,0,0,5780,1,0,0,5032.76,1,747.24,4754066.52
2026-07-16,4,7,0,0,9150,1,7957,1,0,0,1193,4755259.52
2026-07-17,5,7,0,0,7386,1,0,0,0,0,7386,4762645.52
2026-07-18,6,7,1,0,9831,1,6894,1,0,0,2937,4765582.52
2026-07-19,0,7,1,0,4040,1,0,0,0,0,4040,4769622.52
2026-07-20,1,7,0,0,6215,1,0,0,1152.2,1,5062.8,4774685.32
2026-07-21,2,7,0,0,3334,1,0,0,0,0,3334,4778019.32
2026-07-22,3,7,0,0,3419,1,7660,1,0,0,-4241,4773778.32
2026-07-23,4,7,0,0,9901,1,0,0,0,0,9901,4783679.32
2026-07-24,5,7,0,0,4743,1,0,0,0,0,4743,4788422.32
2026-07-25,6,7,1,0,4644,1,6694,1,0,0,-2050,4786372.32
2026-07-26,0,7,1,0,5661,1,0,0,0,0,5661,4792033.32
2026-07-27,1,7,0,0,4200,1,6088,1,0,0,-1888,4790145.32
2026-07-28,2,7,0,0,7976,1,0,0,0,0,7976,4798121.32
2026-07-29,3,7,0,0,4384,1,6543,1,0,0,-2159,4795962.32
2026-07-30,4,7,0,0,4047,1,0,0,0,0,4047,4800009.32
2026-07-31,5,7,0,0,4634,1,0,0,4058.57,1,575.43,4800584.75
2026-08-01,6,8,1,0,10152,1,5386,1,5959.69,1,-1193.69,4799391.06
2026-08-02,0,8,1,0,4546,1,0,0,0,0,4546,4803937.06
2026-08-03,1,8,0,0,3988,1,3653,1,0,0,335,4804272.06
2026-08-04,2,8,0,0,8204,1,0,0,0,0,8204,4812476.06
2026-08-05,3,8,0,0,4728,1,0,0,0,0,4728,4817204.06
2026-08-06,4,8,0,0,11274,1,3914,1,0,0,7360,4824564.06
2026-08-07,5,8,0,0,13328,1,0,0,0,0,13328,4837892.06
2026-08-08,6,8,1,0,5939,1,6598,1,0,0,-659,4837233.06
2026-08-09,0,8,1,0,2690,1,0,0,0,0,2690,4839923.06
2026-08-10,1,8,0,0,2857,1,5940,1,0,0,-3083,4836840.06
2026-08-11,2,8,0,0,6115,1,0,0,0,0,6115,4842955.06
2026-08-12,3,8,0,0,9699,1,6944,1,0,0,2755,4845710.06
2026-08-13,4,8,0,0,3847,1,0,0,0,0,3847,4849557.06
2026-08-14,5,8,0,0,9175,1,4869,1,0,0,4306,4853863.06
2026-08-15,6,8,1,0,4748,1,0,0,6922.92,1,-2174.92,4851688.14
2026-08-16,0,8,1,0,6544,1,0,0,0,0,6544,4858232.14
2026-08-17,1,8,0,0,4084,1,0,0,0,0,4084,4862316.14
2026-08-18,2,8,0,0,5651,1,7535,1,0,0,-1884,4860432.14
2026-08-19,3,8,0,0,7650,1,0,0,0,0,7650,4868082.14
2026-08-20,4,8,0,0,7122,1,5703,1,1467.91,1,-48.91,4868033.23
2026-08-21,5,8,0,0,4933,1,0,0,0,0,4933,4872966.23
2026-08-22,6,8,1,0,5499,1,7903,1,0,0,-2404,4870562.23
2026-08-23,0,8,1,0,6108,1,0,0,0,0,6108,4876670.23
2026-08-24,1,8,0,0,2955,1,5179,1,0,0,-2224,4874446.23
2026-08-25,2,8,0,0,7498,1,0,0,0,0,7498,4881944.23
2026-08-26,3,8,0,0,9327,1,0,0,0,0,9327,4891271.23
2026-08-27,4,8,0,0,10323,1,0,0,0,0,10323,4901594.23
2026-08-28,5,8,0,0,9995,1,0,0,0,0,9995,4911589.23
2026-08-29,6,8,1,0,8491,1,0,0,0,0,8491,4920080.23
2026-08-30,0,8,1,0,5617,1,0,0,0,0,5617,4925697.23
2026-08-31,1,8,0,0,3438,1,7371,1,5578.77,1,-9511.77,4916185.46
2026-09-01,2,9,0,0,8853,1,0,0,5815.02,1,3037.98,4919223.44
2026-09-02,3,9,0,0,9908,1,6428,1,0,0,3480,4922703.44
2026-09-03,4,9,0,0,3930,1,0,0,0,0,3930,4926633.44
2026-09-04,5,9,0,0,12611,1,3238,1,0,0,9373,4936006.44
2026-09-05,6,9,1,0,4720,1,0,0,0,0,4720,4940726.44
2026-09-06,0,9,1,0,5513,1,5276,1,0,0,237,4940963.44
2026-09-07,1,9,0,0,8638,1,0,0,0,0,8638,4949601.44
2026-09-08,2,9,0,0,8889,1,7919,1,0,0,970,4950571.44
2026-09-09,3,9,0,0,5186,1,0,0,0,0,5186,4955757.44
2026-09-10,4,9,0,0,5549,1,3801,1,0,0,1748,4957505.44
2026-09-11,5,9,0,0,10702,1,0,0,0,0,10702,4968207.44
2026-09-12,6,9,1,0,11475,1,0,0,0,0,11475,4979682.44
